12,4
18,17
7,17
4,0
4,9
19,0
8,0
14,13
3,13
19,9
8,9
11,5
0,5
19,18
8,18
11,14
0,14
15,5
18,1
7,1
15,14
18,10
7,10
18,19
7,19
3,6
19,2
8,2
14,15
3,15
19,11
8,11
11,7
0,7
11,16
0,16
15,7
18,3
7,3
15,16
10,20
18,12
7,12
14,8
3,8
19,4
8,4
11,0
0,0
14,17
3,17
11,9
0,9
15,0
15,9
18,5
7,5
15,18
18,14
7,14
14,1
3,1
14,10
3,10
19,6
14,19
3,19
11,2
0,2
15,2
10,15
15,11
18,7
7,7
2,20
18,16
7,16
14,3
3,3
14,12
3,12
11,4
10,8
15,4
10,17
18,0
7,0
2,13
15,13
18,9
7,9
18,18
14,5
3,5
14,14
3,14
10,1
10,10
15,6
2,6
18,2
7,2
10,19
2,15
7,8
18,11
7,11
6,15
14,7
3,7
14,16
3,16
10,3
17,18
10,12
2,8
18,4
7,4
6,8
14,0
3,0
6,17
14,9
3,9
14,18
3,18
10,5
17,20
2,1
10,14
2,10
2,19
6,10
6,19
14,2
3,2
14,11
3,11
17,13
10,7
2,3
5,20
10,16
9,18
2,12
6,3
6,12
14,4
3,4
17,6
10,0
17,15
10,9
9,11
2,5
10,18
9,20
2,14
6,5
13,20
6,14
14,6
17,8
10,2
9,4
17,17
5,15
10,11
9,13
2,7
2,16
13,13
6,7
6,16
16,18
17,1
17,10
5,8
10,4
9,6
17,19
5,17
2,0
9,15
10,13
2,9
13,6
2,18
6,0
13,15
6,9
16,11
6,18
16,20
20,20
17,3
5,1
17,12
5,10
10,6
9,8
2,2
5,19
9,17
2,11
13,8
6,2
13,17
1,15
6,11
16,13
6,20
17,5
5,3
9,1
12,18
17,14
5,12
9,10
2,4
9,19
13,10
1,8
6,4
16,6
13,19
1,17
6,13
16,15
20,15
17,7
5,5
12,20
9,3
17,16
5,14
9,12
13,3
13,12
1,10
6,6
16,8
1,19
16,17
20,8
17,0
20,17
12,13
17,9
5,7
9,5
5,16
4,18
9,14
13,5
1,3
16,1
13,14
1,12
16,10
16,19
20,1
20,10
12,6
20,19
17,2
5,0
12,15
17,11
4,11
5,9
9,7
5,18
4,20
9,16
13,7
1,5
6,1
16,3
19,20
13,16
1,14
8,20
16,12
20,3
20,12
12,8
5,2
4,4
9,0
12,17
5,11
4,13
9,9
13,0
19,13
8,13
13,9
1,7
16,5
13,18
11,18
0,18
1,16
16,14
20,5
12,1
20,14
12,10
5,4
4,6
12,19
9,2
5,13
4,15
8,6
13,2
1,0
19,15
13,11
1,9
11,11
16,7
0,11
1,18
11,20
0,20
16,16
20,7
15,20
12,3
20,16
12,12
5,6
4,8
4,17
19,8
8,8
13,4
0,4
1,2
19,17
8,17
16,0
11,13
0,13
1,11
16,9
1,20
20,0
20,9
12,5
20,18
4,1
7,18
12,14
4,10
4,19
19,1
8,1
19,10
8,10
1,4
11,6
0,6
16,2
19,19
1,13
8,19
11,15
0,15
20,2
15,15
20,11
12,7
18,20
7,20
4,3
12,16
4,12
19,3
8,3
19,12
8,12
1,6
11,8
0,8
16,4
11,17
0,17
15,8
20,4
12,0
15,17
20,13
18,13
7,13
12,9
4,5
4,14
19,5
8,5
11,1
0,1
19,14
8,14
11,10
0,10
11,19
15,1
0,19
15,10
20,6
18,6
7,6
15,19
12,2
18,15
7,15
12,11
4,7
4,16
19,7
8,7
1,1
11,3
0,3
19,16
8,16
14,20
11,12
0,12
3,20
15,3
15,12
18,8
