((10006, 10014), 1),0
((10011, 10009), 3),0
((10007, 10009), 2),0
((10002, 10001), 3),0
((10003, 10001), 2),0
((10000, 10004), 3),0
((10003, 10013), 2),0
((10005, 10006), 2),0
((10007, 10011), 2),0
((10007, 10014), 3),0
((10001, 10005), 2),0
((10008, 10003), 1),0
((10003, 10014), 1),0
((10000, 10011), 2),0
((10006, 10004), 3),0
((10006, 10006), 1),0
((10011, 10012), 3),0
((10001, 10005), 3),0
((10004, 10007), 1),0
((10004, 10009), 2),0
((10005, 10003), 3),0
((10007, 10012), 2),0
((10003, 10011), 2),0
((10003, 10004), 2),0
((10000, 10002), 1),0
((10006, 10014), 2),0
((10005, 10013), 2),0
((10012, 10006), 1),0
((10012, 10009), 2),0
((10000, 10014), 1),0
((10011, 10003), 2),0
((10010, 10014), 1),0
((10008, 10008), 2),0
((10002, 10001), 1),0
((10002, 10003), 3),0
((10011, 10010), 1),0
((10007, 10011), 3),0
((10000, 10005), 1),0
((10008, 10013), 3),0
((10007, 10012), 3),0
((10007, 10005), 3),0
((10011, 10009), 2),0
((10002, 10011), 1),0
((10012, 10006), 2),0
((10004, 10015), 2),0
((10000, 10014), 2),0
((10012, 10009), 3),0
((10004, 10005), 2),0
((10003, 10000), 1),0
((10002, 10001), 2),0
((10008, 10011), 1),0
((10004, 10000), 1),0
((10007, 10008), 2),0
((10004, 10005), 3),0
((10010, 10003), 3),0
((10000, 10005), 2),0
((10012, 10002), 2),0
((10008, 10001), 2),0
((10000, 10010), 2),0
((10003, 10009), 3),0
((10002, 10011), 2),0
((10005, 10011), 1),0
((10004, 10015), 3),0
((10004, 10008), 3),0
((10011, 10003), 1),0
((10007, 10002), 1),0
((10004, 10003), 1),0
((10003, 10000), 2),0
((10010, 10001), 1),0
((10009, 10007), 1),0
((10005, 10012), 1),0
((10008, 10011), 2),0
((10010, 10013), 1),0
((10004, 10002), 3),0
((10007, 10008), 1),0
((10007, 10010), 3),0
((10012, 10002), 3),0
((10000, 10010), 3),0
((10007, 10013), 3),0
((10003, 10010), 2),0
((10003, 10003), 2),0
((10008, 10014), 2),0
((10004, 10003), 2),0
((10001, 10004), 1),0
((10002, 10009), 2),0
((10004, 10008), 2),0
((10009, 10002), 3),0
((10008, 10004), 2),0
((10005, 10005), 2),0
((10003, 10007), 1),0
((10000, 10008), 1),0
((10007, 10004), 1),0
((10006, 10007), 3),0
((10004, 10006), 1),0
((10001, 10010), 1),0
((10003, 10003), 3),0
((10006, 10011), 1),0
((10002, 10012), 2),0
((10009, 10000), 1),0
((10001, 10009), 3),0
((10008, 10007), 2),0
((10008, 10014), 3),0
((10004, 10011), 1),0
((10003, 10010), 1),0
((10009, 10012), 1),0
((10003, 10008), 2),0
((10011, 10011), 3),0
((10000, 10001), 1),0
((10012, 10012), 1),0
((10007, 10006), 3),0
((10009, 10013), 1),0
((10012, 10005), 1),0
((10009, 10015), 3),0
((10012, 10007), 3),0
((10005, 10007), 3),0
((10001, 10010), 2),0
((10003, 10015), 2),0
((10005, 10014), 1),0
((10003, 10009), 1),0
((10006, 10013), 3),0
((10002, 10012), 3),0
((10012, 10008), 3),0
((10008, 10007), 3),0
((10000, 10013), 3),0
((10008, 10000), 3),0
((10004, 10011), 2),0
((10004, 10004), 2),0
((10009, 10012), 2),0
((10003, 10008), 3),0
((10006, 10010), 1),0
((10003, 10001), 3),0
((10002, 10009), 1),0
((10010, 10002), 2),0
((10008, 10004), 1),0
((10005, 10005), 1),0
((10010, 10014), 2),0
((10012, 10001), 1),0
((10012, 10005), 2),0
((10009, 10003), 1),0
((10006, 10004), 1),0
((10004, 10014), 1),0
((10003, 10015), 3),0
((10002, 10015), 1),0
((10003, 10011), 3),0
((10008, 10012), 3),0
((10005, 10013), 3),0
((10001, 10012), 3),0
((10011, 10004), 3),0
((10010, 10002), 3),0
((10012, 10008), 2),0
((10009, 10006), 1),0
((10000, 10013), 2),0
((10010, 10009), 1),0
((10000, 10006), 1),0
((10006, 10006), 3),0
((10004, 10001), 2),0
((10009, 10008), 2),0
((10008, 10010), 2),0
((10006, 10009), 1),0
((10005, 10008), 1),0
((10011, 10008), 1),0
((10004, 10010), 2),0
((10007, 10009), 3),0
((10004, 10007), 2),0
((10000, 10006), 2),0
((10003, 10014), 3),0
((10003, 10004), 3),0
((10009, 10011), 1),0
((10009, 10004), 1),0
((10008, 10010), 1),0
((10009, 10008), 3),0
((10008, 10008), 3),0
((10010, 10015), 1),0
((10002, 10011), 3),0
((10004, 10009), 3),0
((10010, 10012), 1),0
((10007, 10002), 2),0
((10000, 10002), 2),0
((10012, 10013), 2),0
((10009, 10014), 2),0
((10004, 10003), 3),0
((10012, 10013), 3),0
((10010, 10001), 3),0
((10009, 10011), 2),0
((10009, 10004), 2),0
((10011, 10010), 2),0
((10000, 10011), 3),0
((10005, 10001), 1),0
((10004, 10012), 3),0
((10000, 10012), 1),0
((10007, 10015), 1),0
((10011, 10001), 1),0
((10000, 10002), 3),0
((10009, 10007), 2),0
((10012, 10006), 3),0
((10000, 10014), 3),0
((10008, 10011), 3),0
((10001, 10003), 1),0
((10004, 10010), 1),0
((10000, 10015), 1),0
((10003, 10014), 2),0
((10001, 10015), 1),0
((10010, 10008), 1),0
((10004, 10000), 2),0
((10007, 10015), 2),0
((10010, 10010), 2),0
((10011, 10003), 3),0
((10007, 10002), 3),0
((10001, 10002), 1),0
((10001, 10008), 3),0
((10009, 10007), 3),0
((10008, 10003), 2),0
((10006, 10005), 2),0
((10001, 10011), 1),0
((10009, 10014), 1),0
((10003, 10007), 2),0
((10000, 10015), 2),0
((10006, 10010), 2),0
((10009, 10009), 3),0
((10010, 10001), 2),0
((10005, 10009), 1),0
((10005, 10012), 2),0
((10004, 10006), 3),0
((10010, 10006), 1),0
((10006, 10002), 1),0
((10004, 10013), 1),0
((10009, 10005), 1),0
((10002, 10000), 2),0
((10010, 10010), 3),0
((10001, 10004), 3),0
((10009, 10012), 3),0
((10000, 10008), 2),0
((10005, 10011), 3),0
((10007, 10008), 3),0
((10003, 10007), 3),0
((10001, 10004), 2),0
((10003, 10000), 3),0
((10000, 10008), 3),0
((10006, 10010), 3),0
((10012, 10012), 3),0
((10006, 10005), 1),0
((10005, 10009), 2),0
((10002, 10010), 2),0
((10005, 10002), 2),0
((10007, 10001), 1),0
((10010, 10006), 2),0
((10005, 10011), 2),0
((10001, 10014), 1),0
((10008, 10002), 2),0
((10011, 10002), 2),0
((10003, 10010), 3),0
((10000, 10001), 2),0
((10006, 10008), 1),0
((10002, 10007), 1),0
((10002, 10000), 1),0
((10012, 10012), 2),0
((10011, 10009), 1),0
((10012, 10003), 1),0
((10003, 10012), 3),0
((10010, 10013), 2),0
((10010, 10009), 2),0
((10009, 10001), 1),0
((10005, 10000), 1),0
((10004, 10001), 3),0
((10007, 10001), 2),0
((10005, 10014), 3),0
((10004, 10002), 1),0
((10009, 10010), 1),0
((10002, 10010), 1),0
((10008, 10005), 1),0
((10000, 10001), 3),0
((10009, 10000), 2),0
((10003, 10006), 1),0
((10002, 10009), 3),0
((10012, 10005), 3),0
((10008, 10004), 3),0
((10010, 10013), 3),0
((10002, 10013), 1),0
((10002, 10015), 2),0
((10001, 10013), 3),0
((10009, 10001), 2),0
((10004, 10006), 2),0
((10004, 10002), 2),0
((10009, 10010), 2),0
((10009, 10003), 2),0
((10006, 10011), 2),0
((10005, 10015), 2),0
((10004, 10014), 2),0
((10008, 10002), 1),0
((10011, 10002), 1),0
((10007, 10014), 1),0
((10007, 10007), 1),0
((10010, 10012), 2),0
((10005, 10015), 1),0
((10009, 10006), 3),0
((10012, 10011), 1),0
((10000, 10006), 3),0
((10002, 10015), 3),0
((10009, 10006), 2),0
((10011, 10015), 1),0
((10002, 10003), 1),0
((10008, 10010), 3),0
((10011, 10010), 3),0
((10001, 10010), 3),0
((10001, 10000), 2),0
((10006, 10001), 1),0
((10009, 10003), 3),0
((10005, 10008), 3),0
((10005, 10001), 3),0
((10004, 10014), 3),0
((10005, 10003), 1),0
((10007, 10007), 2),0
((10007, 10000), 2),0
((10000, 10004), 1),0
((10006, 10009), 2),0
((10010, 10000), 1),0
((10010, 10014), 3),0
((10001, 10003), 2),0
((10001, 10015), 2),0
((10003, 10002), 1),0
((10011, 10005), 1),0
((10002, 10003), 2),0
((10008, 10003), 3),0
((10009, 10015), 2),0
((10000007, 10000007), 1),0
((10007, 10010), 2),0
((10010, 10015), 3),0
((10009, 10009), 1),0
((10000, 10007), 1),0
((10011, 10014), 1),0
((10001, 10007), 1),0
((10001, 10000), 1),0
((10004, 10004), 3),0
((10006, 10009), 3),0
((10002, 10006), 1),0
((10000, 10009), 2),0
((10002, 10002), 1),0
((10001, 10001), 1),0
((10001, 10003), 3),0
((10001, 10015), 3),0
((10003, 10002), 2),0
((10011, 10005), 2),0
((10008, 10006), 1),0
((10004, 10007), 3),0
((10004, 10000), 3),0
((10000, 10007), 2),0
((10011, 10014), 2),0
((10009, 10011), 3),0
((10006, 10002), 2),0
((10005, 10008), 2),0
((10005, 10001), 2),0
((10000, 10012), 2),0
((10005, 10004), 2),0
((10007, 10000), 1),0
((10007, 10013), 1),0
((10011, 10001), 2),0
((10011, 10008), 2),0
((10000, 10009), 3),0
((10001, 10001), 2),0
((10005, 10009), 3),0
((10000, 10003), 1),0
((10010, 10003), 1),0
((10010, 10008), 3),0
((10001, 10006), 1),0
((10012, 10007), 2),0
((10007, 10015), 3),0
((10005, 10004), 1),0
((10010, 10005), 1),0
((10006, 10000), 1),0
((10006, 10002), 3),0
((10009, 10005), 2),0
((10000, 10012), 3),0
((10010, 10005), 2),0
((10006, 10014), 3),0
((10003, 10005), 2),0
((10001, 10002), 3),0
((10012, 10004), 1),0
((10011, 10008), 3),0
((10001, 10011), 3),0
((10009, 10014), 3),0
((10000, 10003), 2),0
((10009, 10004), 3),0
((10006, 10003), 1),0
((10011, 10013), 2),0
((10006, 10005), 3),0
((10010, 10015), 2),0
((10007, 10003), 1),0
((10010, 10008), 2),0
((10004, 10013), 3),0
((10009, 10005), 3),0
((10001, 10009), 1),0
((10006, 10015), 2),0
((10005, 10006), 3),0
((10011, 10006), 1),0
((10001, 10009), 2),0
((10005, 10010), 2),0
((10003, 10005), 1),0
((10012, 10010), 1),0
((10008, 10009), 1),0
((10006, 10012), 1),0
((10011, 10007), 1),0
((10000, 10005), 3),0
((10009, 10008), 1),0
((10008, 10001), 3),0
((10002, 10007), 2),0
